"Title","Description","Price","Condition","Ad Posted Date","Username of Seller"
"BenQ EX2510 MOBIUZ 1ms IPS 144Hz Gaming Monitor","24.5 inch 16:9 IPS FHD HDR display HDRi and true sound audio by treVolo deliver immersion 1ms MPRT and FreeSync Premium for smooth gameplay Pre-Order","रू. 47,400","| Brand New","1 years ago","PCmag"
"ZOWIE XL2546 TN 240Hz 24.5 Inch Gaming Monitor","240Hz Refresh Rate; TN Panel DyAc™ Technology Black eQualizer; Color Vibrance S Switch & Shielding Hood","रू. 77,400","| Brand New","1 years ago","PCmag"
"Optix MAG241C - Curved Gaming Monitor","Curved Gaming display (1500R) – The best gameplay immersion FHD High Resolution - Game titles will even look better, displaying more details due to the FHD resolution 144Hz Refresh Rate – Real smooth gaming 1ms response time - eliminate screen tearing and choppy frame rates Gaming OSD App - Create the ultimate viewing settings for your game 1 x DP 1.2 - 1920 x 1080 (Up to 144Hz) 2 x HDMI 1.4 - 1920 x 1080 (Up to 144Hz) 1 x Earphone-out 2 x USB 2.0 1 x USB 2.0 Type B (PC to monitor)","रू. 28,999","| Brand New","2 months ago","PCmag"
"MSI G241VC, 24"" Gaming Monitor","23.6"" Lcd panel LED backlight (1920 x 1080 Full HD) 1ms response time - no more blurry images. Panel Type: VA 1800R curve panel design – most suitable for human eye True Color - NTSC 85%, sRGB 110% Wide view Angle - 178° visible","रू. 24,999","| Brand New","2 months ago","PCmag"
"Hikvision Monitor 22 Inch","22 inch monitor 4k support borderless monitor","रू. 17,000","| Brand New","1 years ago","Rabin Adhikari"
"Modern MD272XP | Best Business Monitor","27-INCH FHD PANEL - The Modern MD272XP features a large 27-inch IPS panel with Full-HD (1920x1080) resolution; A superior 100Hz refresh rate improves the day-to-day visual experience with smoother, faster frame rates STYLISH & ERGONOMIC DESIGN - The Modern MD272XP was awarded 2021 Red Dot Award for product design in recognition of its stylish aesthetics, elegant 4-way adjustable stand with vertical or horizontal orientation, and premium eye-friendly technology","रू. 41,099","| Brand New","2 months ago","PCmag"
"Dell Monitor 24 Inch S2421HN Full HD 75HZ","Diagonal Size 23.8"" Resolution / Refresh Rate Full HD (1080p) 1920 x 1080 at 75 Hz Adjustability Tilt Ports 2 x HDMI (HDCP 1.4) Audio line-out Cables 1 x HDMI cable Panel Technology IPS","रू. 19,000","| Brand New","20 days ago","GIT Infosys"
"MSI PRO MP273AW 27 Inch Monitor 100Hz","27"" Full HD (1920 x 1080) Frameless, IPS Panel, Anti-Glare, 100Hz Refresh Rate, 1ms Response Time, 300cd/m2 nits Brightness, 8 bits Color, 16.7 M Colors Display, 1000:1 Contrast Ratio, 106% sRGB Color. if you need direct call this no:9841510220","रू. 24,900","| Brand New","19 days ago","Kante Techlonogy"
"Hp Monitor","19 Inch hp monito 1 year warranty besत price contact us 9851102809","रू. 12,500","| Used","3 years ago","Total It Center"
"Monitor 17 Inch","Monitor 17 inch Used in Cctv computer best price wholesale only whatsapp 9851102809","रू. 5,500","| Brand New","2 years ago","Total It Center"
"Patient Monitor","12"" patient moniotr display with battery backup, upto 3 hours with 5 standard parameters","रू. 85,000","| Brand New","5 years ago","We Serve Nepal"
"Dell S2721hn 27'' Monitor","Device Type LED edgelight system Energy Class Class D Power Consumption (On mode) 15.5 W Panel Type IPS Aspect Ratio 16:09 Native Resolution 1920 x 1080 at 75 Hz Pixel Pitch 0.3114 x 0.3114 mm Brightness 300 cd/m2(typical) Contrast Ratio 1000: 1 (Typical) Response Time 4 ms gray to gray in Extreme mode Color Support 16.7 Million colors Color Gamut 99% sRGB Input Connectors 2 x HDMI ports (ver 1.4) 1 x Audio line-out port Display Position Adjustments Tilt (-5 to 21 )","रू. 21,999","| Brand New","3 years ago","USoft Store"
"XAOMI MI 23.8” Desktop Monitor 1C Full HD","mRated power: 24W max. Panel: IPS (Full HD Visible area (diagonal): 60.5cm Brightness: 250cd/m² (TYP) Colour: 16.7M Refresh rate: 60Hz Response time: 6ms (GTG) Recommended resolution: 1920*1080 Product dimensions: 539.2 (L)*181.2 (W)*419.5 (H) mm Weight: 2.7kg Power input: 12V-2A Display size: 23.8'' Dot pitch: 0.275*0.275mm Contrast ratio: 1000:1 (TYP) Aspect ratio: 16:09 Maximum resolution: 1920*1080 Operating humidity: 10%–90% RH Operating temperature: 0℃–400℃ Atmospheric pressure: 86-106kPa","रू. 20,999","| Brand New","1 years ago","USoft Store"
"Dell 22inch Monitor","dell e2218hn google for more details no any problems n defects at all minor scratches on body viber o whatsapp for more no delivery option.check n take","रू. 15,000","| Like New","3 months ago","Mahen"
"Basic PC With Monitor And Accessories","Basic PC Esonic G41 Motherboard Core to duo Processor 2 GB Ram 128 GD SSD Soei Casing With Power Supply 15.6 Hitech Monitor VGA and HDMI Basic mouse, Keyboard, Mousepad","रू. 16,500","| Brand New","2 years ago","Gadget House Nepal"
"Dahua DHI-LM22-C201P 21.5inch FHD IPS100Hz Monitor","Key Specification: Display Size: 21.5-inch (Diagonal) Resolution: FHD (1920 x 1080 pixels) Refresh Rate: 100Hz Panel Type: IPS Panel Color Support: 100% sRGB, 72% NTSX, 75% DCI-P3, 75% Adobe RGB","रू. 10,500","| Brand New","20 days ago","Aashish Suppliers"
"Hitech 15.6 Inch Monitor","Panel Size: 15.6 inch 473.76×296.1mm (HxV) Viewing Angle H160/V140 Max Brightness: 350cd/m2 Max Contrast Ratio: 100000:1 (DCR) Port: VGA, HDMI, AC Response Time: 5s Resolution: 1920×1080 Colors: 16.7M (6-bit+Hi+FRC) Consumption: 12W","रू. 5,499","| Brand New","2 years ago","Gadget House Nepal"
"MSI G273QF, 27 Gaming Monitor, 2560 X 1440 QHD","MSI G273QF, 27 Gaming Monitor, 2560 x 1440 QHD, Rapid IPS, 1ms, 165Hz, G-Sync Compatible, HDMI, Displayport, Tilt Rapid IPS – Provides 1ms GTG fast response time, optimizes screen colors and brightness. WQHD High Resolution – Games will look even better, displaying more details. 165Hz Refresh Rate – Respond faster with smoother frames. 1ms GTG Response Time – Eliminate screen tearing and choppy frame rates. NVIDIA G-SYNC Compatible – Prevent screen tearing or stuttering, producing ultra-smoot","रू. 53,999","| Brand New","1 years ago","Gadget House Nepal"
"Samsung 34 Inch Odyssey G5 Gaming Monitor","Samsung 34 inch Odyssey G5 Gaming Monitor Ultra WQHD, 165 Hz, 1ms, Curved LC34G55TWWWXXL, Black, 3440 X 1440 (WQHD) Pixels The Odyssey G5 offers a variety of options, including HDMI, DisplayPort, and USB-C ports, as well as a built-in USB hub for easy access to peripherals. It also has an integrated soundbar which provides an immersive audio experience. The Odyssey G5 also has a sleek and ergonomic design with a matte black finish and a slim bezel that adds a modern touch to any workspace.","रू. 1,39,999","| Brand New","2 years ago","Gadget House Nepal"
"Acer Nitro 23.8 Inch Monitor","Acer Nitro 23.8 Inch Monitor (60.45 Cm) IPS Full HD 1920 X 1080 Gaming LCD with LED Backlight Full HD: The Full HD resolution (1920 x 1080) ensures a sharp and smooth gameplay experience, even at the highest settings.VESA Mount Compatible. Viewing Angle (H/V) 178°(H)/178°(V). Brightness 250 nits (cd/m2) 165 Hz refresh rate: The incredible 165 Hz refresh rate means that even when the action heats up, your gameplay will be smooth and lag-free, Visual Response Boost for blur free gaming Integrated","रू. 24,999","| Brand New","2 years ago","Gadget House Nepal"
"Samsung 24″ Monitor Bezel-Less Design","24″ screen size with 1080p resolution AMD FreeSync technology for smooth gaming performance Advanced color settings with Magic Upscale and MagicBright Eye Saver Mode and Flicker-Free technology for added comfort during extended viewing HDMI, VGA, and USB hub connectivity Sleek, ergonomic design with matte black finish and slim bezel.","रू. 34,999","| Brand New","2 years ago","Gadget House Nepal"
"The Samsung 32″ QHD 2k Monitor","The LS32A600NWWXXL also has a sleek and ergonomic design with a matte black finish and a slim bezel that adds a modern touch to any workspace. It has a height-adjustable stand, which allows you to adjust the monitor to your eye level and reduce neck and eye strain. The stand also allows the monitor to be tilted, swiveled and rotated to provide a comfortable viewing angle. Overall, the Samsung 32″ QHD Monitor – LS32A600NWWXXL is a great choice for anyone looking for a high-performance monitor","रू. 1,03,999","| Brand New","2 years ago","Gadget House Nepal"
"Samsung Odyssey G9 49 Inch DQHD Curved Monitor","Samsung Odyssey G9 49 Inch DQHD Curved Gaming Monitor 1000R Curved Screen, QLED, Dual QHD Display, 240Hz, NVIDIA G-SYNC and FreeSync Premium Pro, LC49G95TSSNXZA Samsung Odyssey G9 49 Inch DQHD Curved Gaming Monitor 1000R Curved Screen, QLED, Dual QHD Display, 240Hz, NVIDIA G-SYNC and FreeSync Premium Pro, LC49G95TSSNXZA The Samsung Odyssey G9 49 Inch DQHD Curved Gaming Monitor LC49G95TSSWXXL is a high-performance display designed specifically for gamers. With its massive 49-inch screen size","रू. 3,77,500","| Brand New","2 years ago","Gadget House Nepal"
"BenQ PD3205U 32 Inch 4K IPS Designer Monitor","BenQ PD3205U 32 Inch 4K UHD IPS Computer Monitor for Designers with USB-C, 99% sRGB and Rec.709, HDR10, Ergonomic Design, Built-in Speakers, Eye-care Tech, 90W Power Delivery andKVM Switch Made for Designers: 32 Inch 4K UHD IPS computer monitor is factory calibrated for color accuracy and comes with a report straight from the manufacturer Experience Excellent Color Coverage: 99% sRGB rec. 709 color gamut and average Delta E ≤3 for high color accuracy. CalMan and Pantone SkinTone validated.","रू. 1,19,999","| Brand New","1 years ago","Gadget House Nepal"
"KRK Rokit 8 G3 8inch Active Studio Monitor Speaker","KRK System Rokit 8 G3 Active power studio monitor speaker. The KRK Rokit RP8 G3 Studio Monitor is the next gen powered speaker offering high quality performance and precision for mixing, mastering, recording and playback. The unit itself consists of a 1” soft dome tweeter and a 8” glass-Aramid composite woofer.","रू. 60,000","| Like New","9 days ago","VeD"
"ASUS ROG Swift PG329Q 32” Gaming Monitor","ASUS ROG Swift PG329Q 32” Gaming Monitor, 1440P WQHD (2560x1440), Fast IPS, 175Hz (Supports 144Hz), 1ms, G-SYNC Compatible, Extreme Low Motion Blur Sync, Eye Care, HDMI DisplayPort USB, DisplayHDR 600 32 inch WQHD (2560 x 1440) Fast IPS gaming monitor with ultrafast 175*Hz refresh rate designed for professional gamers and immersive gameplay Fast IPS technology enables a 1ms response time (GTG) for sharp gaming visuals with high frame rates. G-SYNC Compatible, delivering a seamless, tear-free","रू. 1,72,000","| Brand New","2 years ago","Gadget House Nepal"
"ASUS ROG Strix XG32VQR Curved Gaming Monitor","ROG Strix XG32VQR Curved HDR Gaming Monitor – 31.5 inch WQHD (2560x1440), 144Hz, FreeSync™ 2 HDR, DisplayHDR™ 400, DCI-P3 94%, Shadow Boost ROG Strix XG32VQR is a curved HDR gaming monitor that offers a perfect balance of smooth and immersive gameplay and highly detailed contrast. It features a 32-inch WQHD display with an astonishing 144Hz refresh rate, FreeSync™ Premium Pro technology, and High Dynamic Range (HDR) technology with DCI-P3 94% professional color gamut and contrast performance fo","रू. 1,42,000","| Brand New","2 years ago","Gadget House Nepal"
"MSI Modern MD271PW, 27"", 1920 X 1080 Monitor","MSI Modern MD271PW, 27"", 1920 x 1080 (FHD), IPS, 75Hz, TUV Certified Eyesight Protection, 5ms, HDMI, Displayport, USB C, Tilt, Swivel, Height Adjustable, Pivot MSI Modern MD271PW, 27"", 1920 x 1080 (FHD), IPS, 75Hz, TUV Certified Eyesight Protection, 5ms, HDMI, Displayport, USB C, Tilt, Swivel, Height Adjustable, Pivot, Features & details TÜV certified display protects your eyesight and keeps your eyes healthy Anti-Flicker and Less Blue Light technologies prevent your eyes from strain","रू. 40,200","| Brand New","1 years ago","Gadget House Nepal"
"KRK Rokit 8 G3 8inch Active Studio Monitor Speaker","The KRK Rokit RP8 G3 Studio Monitor is the next gen powered speaker offering high quality performance and precision for mixing, mastering, recording and playback. The unit itself consists of a 1” soft dome tweeter and a 8” glass-Aramid composite woofer.","रू. 60,000","| Like New","9 days ago","VeD"
"Monitor","new jastai xa","रू. 5,000","| Like New","14 hours ago","Dilip Shah"
"Zillion 19″ LED Monitor","Brand: Zillion 5000:1 Contrast Ratio Auto Resolution Detection 5ms Refresh Rate 17 M colors 1x VGA Port Low Power Consumption Size: 492x103x357mm Piano Shining Black","रू. 6,999","| Brand New","2 years ago","Gadget House Nepal"
"GIGABYTE G32QC A (32"" 165Hz 1440P Curved Monitor)","GIGABYTE G32QC A (32"" 165Hz 1440P Curved Gaming Monitor, 2560 x 1440 VA 1500R , 1ms (MPRT) Response Time, 93% DCI-P3, VESA Display HDR400, FreeSync Premium Pro 32” 2560x1440 VA Display with 165Hz Refresh Rate, 1 ms Response Time.Mounting Type: VESA Wall Mounting.Specific uses for product - Gaming Native 1500R Curvature Smooth Gameplay with AMD FreeSync Premium Pro GIGABYTE Classic Tactical Features with OSD Sidekick","रू. 63,999","| Brand New","8 months ago","Gadget House Nepal"
"Mackie Hr824 Studio Monitor","Original made in USA Mackie Hr824. serious buyers only. power supply is 110v.","रू. 1,60,000","| Like New","11 months ago","Kala Ghar Whats App (+9779841222896)"
"Darkflash KU248SA 23.8-INCH Monitor","Darkflash KU248SA 23.8-INCH FHD Liquid Crystal Monitor 75Hz IPS Model: KU248SA Screen Size: 23.8 in Panel: IPS Recommended Resolution: 1920*1080 Refresh Rate: 75Hz Screen ratio: 16:9 Color Gamut: 96%sRGB 74%NTSC Display Colors: 16.7 Million Colors Brightness: 220cd/m(Default). 270cd/m(Max) Contrast Ratio: 10000000:1 Equip yourself with twice the frame rate of other monitors and say goodbye to image stuttering and blurry motion. With a 75Hz refresh rate every frame is rendered sharply","रू. 21,500","| Brand New","2 years ago","Gadget House Nepal"
"ASUS TUF Gaming VG249Q Gaming Monitor","ASUS TUF Gaming VG249Q Gaming Monitor – 23.8 inch Full HD (1920x1080), 144Hz, IPS, Extreme Low Motion Blur™, Adaptive-sync, FreeSync™,1ms (MPRT) 23.8-inch Full HD (1920x1080) IPS gaming monitor with fast 144Hz refresh rate designed for professional gamers and fast paced gameplay, Features ASUS Extreme Low Motion Blur (ELMB) Technology with 1ms MPRT to further reduce ghosting and motion blur, FreeSync™ technology to eliminate screen tearing and choppy frame rates, Features an ergonomical desig","रू. 68,800","| Brand New","2 years ago","Gadget House Nepal"
"BENQ EW3270U 31.5″ 4K Monitor","High resolution: 31. 5-Inch LED 4K UHD (3840×2160 resolution) Hdr support: HDR increases the dynamic range between black and white to showcase incredible clarity and details Brightness Intelligence Plus technology: monitor adjusts brightness and color temperature based on on-screen content and ambient light conditions Eye-care technology: low Blue light and flicker-free technology reduce eye discomfort.Brightness:300 Multiple connectivity: HDMI 2. 0, DP1. 4, USB-C","रू. 71,500","| Brand New","2 years ago","Gadget House Nepal"
"ASUS TUF Gaming VG289Q1A 28” HDR Monitor, 4K UHD","ASUS TUF Gaming VG289Q1A 28” HDR Monitor, 4K UHD (3840 x 2160), IPS, Adaptive-Sync/FreeSync, Eye Care, DisplayPort HDMI, DCI-P3 HDR 10, Shadow Boost 28-inch 4K (3840x2160) IPS DCI-P3 grade gaming monitor for stunning crisp and detailed visuals Compatible with industry-standard HDR10 high dynamic range for color and brightness levels that exceed the capabilities of ordinary monitors. FreeSync™ technology to eliminate screen tearing and choppy frame rates.","रू. 94,400","| Brand New","2 years ago","Gadget House Nepal"
"Benq Ew2880u 28 Inch 4k 60hz Ips Monitor","This monitor is in great condition. original box and all accessories included in this monitor is available. lowball offer will be rejected.","रू. 50,000","| Like New","1 months ago","TDL"
"ROG STRIX XG27WQ - HDR Curved Gaming Monitor","ROG STRIX XG27WQ - HDR Curved Gaming Monitor – 27 inch WQHD (2560 x 1440), Native 165Hz (Above 144Hz) , 1ms (MPRT), ELMB, FreeSync™ Premium Pro , DisplayHDR™ 400, Curved Features WQHD (2560 x 1440) curved panel that delivers up to 77% more onscreen desktop space than standard Full HD (1920 x 1080) displays. Also, delivers an astounding 3,000:1 contrast ratio.","रू. 1,27,700","| Brand New","2 years ago","Gadget House Nepal"
"KOORUI 24 Inch Monitor Gaming 165HZ","KOORUI 24 Inch Computer Monitor -FHD 1080P Gaming Monitor 165Hz VA 1ms Build-in FreeSync™, Compatible G-sync, LED Monitors with Ultra-Thin, HDMI X2 /DP, VESA Compatible, Tilt Adjustable, Eye Care 24E4 【 24‘’ FHD Computer Monitor 】 KOORUI 24 inch Full HD ( 1920x1080 ) 16:9 monitor adopts an VA panel with 20000000:1 contrast ratio, display with 85% DCI-P3 color gamut cover, the colors are richer and transitions between hues are smoother. Renders images with stunning color reproduction and precise","रू. 33,000","| Brand New","2 years ago","Gadget House Nepal"
"Hikvision 22 Inch FHD Borderless Monitor DS-D5022F","Amazing monitor with vibrant colors.","रू. 18,000","| Brand New","3 months ago","Naman Bhandari"
"Dahua DHI-LM22-C201P Monitor - 21.5"" IPS Display,","Key Specification Model: DHI-LM22-C201P Resolution: FHD (1920×1080) Display: IPS, 100Hz, 5ms Ports: 1x HDMI, 1x VGA, 1x Audio Out Features: Low Blue Light, VESA wall mount","रू. 16,000","| Brand New","3 months ago","Naman Bhandari"
"HUAWEI MateView SE 24 Inch Monitor","HUAWEI MateView SE 24 Inch Monitor - 75 Hz Flicker-Free PC Monitor With Low Blue Light And Low Visual Fatigue With EBook Mode And 5-Way Joystick - Cinema-Level P3 Color Gamut, Black, HDR, HDMI, DP Immerse yourself in the world of vivid visuals and ergonomic design with the HUAWEI 23.8-inch Full HD Monitor. This feature-packed monitor is designed to elevate your viewing experience and make your work and play more comfortable than ever. Immersive Display: Enjoy a breathtaking visual experience","रू. 26,000","| Brand New","11 months ago","Gadget House Nepal"
"Kavre Studio Monitor (Speaker)","Kavre 5 inch near field monitor with affordable price and high qulaity sound.","रू. 28,000","| Like New","4 months ago","Aayush Maharjan"
"Original Dell 27"" Inch Monitor - S2721HN","Dell 27 Monitor - S2721HN  Diagonal Size 27"" (68.58 cm) ⎚ Resolution / Refresh Rate Full HD (1080p) 1920 x 1080 at 75 Hz  Adjustability Tilt  Ports 2 x HDMI Audio line-out  Cables 1 x HDMI cable  Panel Technology IPS","रू. 22,010","| Brand New","3 months ago","Tech Store"
"MSI Optix G244F FHD IPS 170Hz Gaming Monitor","MSI Optix G244F FHD IPS 170Hz FreeSync Gaming Monitor Rapid IPS – Provides 1ms GTG fast response time, optimizes screen colors and brightness. 170Hz Refresh Rate – Respond faster with smoother frames. 1ms GTG Response Time – Eliminate screen tearing and choppy frame rates. Wide Color Gamut – Game colors and details will look more realistic and refined. AMD FreeSync™ Technology – Prevent screen tearing or stuttering, producing ultra-smooth lag-free gameplay. Night Vision – Smart black tuner to br","रू. 32,499","| Brand New","1 years ago","Sasto Choice"
"M-Audio BX3 BT Bluetooth® Studio Monitors 3.5""","• Bluetooth® Connectivity – Easily pair with any Bluetooth-enabled device for wireless streaming • Black Kevlar® low frequency drivers; 1"" natural silk dome tweeters • New computer-optimized tweeter waveguide for precise imaging • High-EQ and Low-EQ controls for dialing in the perfect sound • Enhanced rear ports for extended low-frequency response • Left/right Active Speaker Position switch for configuring which side has volume control • Bluetooth, 1/4"", 1/8"", and RCA inputs for connecting to v","रू. 25,000","| Brand New","4 months ago","Guitarmandu"
"Dell Monitor 19 Inch","Dell monitor 19 inch copy Product details of Dell 19.5 inch E2016HV TN Panel VGA Input Monitor 19.5"" Twisted Nematic TN Panel VGA Input 1600 x 900 Resolution 600:1 Contrast Ratio 200 cd/m² Brightness 90°/65° Viewing Angles 5 ms Response Time 16.7 Million Colors 1 Year Warranty","रू. 6,741","| Brand New","1 years ago","Loginsolution.Com.Np"
"Dell Monitor 19 Inch","Product details of Dell 19.5 inch E2016HV TN Panel VGA Input Monitor 19.5"" Twisted Nematic TN Panel VGA Input 1600 x 900 Resolution 600:1 Contrast Ratio 200 cd/m² Brightness 90°/65° Viewing Angles 5 ms Response Time 16.7 Million Colors 1 Year Warranty","रू. 6,500","| Brand New","1 years ago","Loginsolution.Com.Np"
"GIGABYTE G27Q 27"" 144Hz 1440P Gaming Monitor","GIGABYTE G27Q 27"" 144Hz 1440P Gaming Monitor, 2560 x 1440 IPS Display, 1ms (MPRT) Response Time, 92% DCI-P3, VESA Display HDR400, FreeSync Premium 27"" 2560 x 1440 IPS Display 144Hz Refresh Rate, 1ms (MPRT) Response Time Smooth Gameplay with AMD FreeSync Premium Studio Grade VESA Display HDR400 and 92% DCI-P3 (120% sRGB) Color Gamut GIGABYTE Classic Tactical Features with OSD Sidekick GIGABYTE Auto-Update Ergonomic Design with Tilt and Height Adjustments Low Blue Light & Flicker-Free VESA Wall Mo","रू. 52,999","| Brand New","1 years ago","Sasto Choice"
"BenQ GW2283 22 Inch Monitor,","Brand: BenQ Model: GW2283 Screen Size: 21.5"" Panel Type: IPS Response Times (GtG): 5ms Refresh Rate (Hz): 60Hz Color Gamut: 72% NTSC Built-in Speaker: 1Wx2 Audio Line In: Yes HDMI (v1.4): 2 VGA: 1 1-YearWarranty Comes with full VAT Bill","रू. 18,411","| Brand New","1 years ago","Loginsolution.Com.Np"
"Msi 24"" Inch / IPS Monitor / 24 Inch / Boderless","Msi Pro Mp242 / 24 ""ips / 1920x1080@75Hz FHD/2x2W Speaker/ Hdmi / Vga Price :- 20,500/-","रू. 20,500","| Brand New","1 years ago","99Nepal"
"Dell S2721hn 27 INCH Monitor Borderless","Dell S2721HN (27"") monitor features a minimalistic build quality with slim bezels all around. On top of this, you get an excellent set of features that appeals to the gaming community as well as professional designers. Its 72% NTSC color gamut is perfect for up-and-coming graphic designers. Similarly, this monitor also refreshes at 75Hz and is AMD Free Sync certified. As a result, you get to enjoy your gaming action smoothly and free of screen-tear. Buy genuine Dell( 27"") S2721HN FHD monitor for","रू. 23,500","| Brand New","2 years ago","Siddhicharan IT Sotre"
"BRANDED DELL USED MONITOR 17'' ON SALE DELL MONITO","DELL USED MONITOR 17'' BRANDED MONITOR NEWROAD KATHMANDU 9801851992/9801851993","रू. 4,200","| Used","2 months ago","99Nepal"
"Dell 27 Inch Monitor/Dell / S2721hn /Dell","Dell 27 Inch S2721hn Ips Borderless Monitor Energy Consumption per Year 23 kWh Power Consumption (On mode) 15.5 Watt Adaptive-Sync Technology AMD FreeSync Panel Type IPS Aspect Ratio 16:9 Native Resolution Full HD (1080p) 1920 x 1080 at 75 Hz Pixel Pitch Price - Rs 22,499/- Thank You 99 Nepal Newroad, Kathmandu Mobile :9801800071/9801851999 whatsapp :9801800071 Viber :9828711007 Email: 99nepalmart8848@gmail.com ----- न्युरोड,सिभिल बैंक अगाडी (न्युरोड गेट बाट १०० मिटर अगाडी )","रू. 22,500","| Brand New","3 years ago","99Nepal"
"Gigabyte M27F A 27"" 165Hz 1080P KVM Gaming Monitor","Gigabyte M27F A 27"" 165Hz 1080P KVM Gaming Monitor, 1920 x 1080 IPS Display 1ms (GTG) Response Time Resolution & Panel: 27"" 1920x1080 SS IPS Display Refresh Rate & Response: 165Hz Refresh Rate, 1ms (GTG) Response Time Color Accuracy: 8-bit color / 99% sRGB / VESA DisplayHDR 400 Connectivity: 2x HDMI 2.0, 1x Displayport 1.2, 1x USB Type-C (Alternate Mode; Upstream port; Power Delivery up to 18W), 2x USB 3.0 Downstream ports, 1x USB 3.0 Upstream port, 1x Earphone Jack VESA Wall Mount Compatible 10","रू. 47,999","| Brand New","1 years ago","Sasto Choice"
"GIGABYTE G24F 2- 24"" 165Hz/180Hz(OC)Gaming Monitor","Resolution & Panel: 28.8"" SS IPS 1920x1080 (FHD) Display Gaming Monitor Refresh Rate & Response: 165Hz Refresh Rate, 1ms (MPRT) Response Time Color Accuracy: 95% DCI-P3 / 125% sRGB Connectivity: 2x HDMI 2.0, 1xDisplayport 1.2 (HDR Ready), 3x USB 3.2 Gen 1, 1x Earphone Jack VESA Wall Mount Compatible 100x100mm Accessories: Power Cable, HDMI Cable, USB Cable, QSG, Warranty Card","रू. 29,000","| Brand New","1 years ago","Sasto Choice"
"Dell UltraSharp 27 4K USB-C 99%SRG Monitor U2723QE","Dell UltraSharp 27 4K USB-C Hub Monitor - U2723QE 27 Inch Monitor with 60hz Refresh Rate 100% sRGB, 98% DCI-P3 and 100% Rec 709 color for Sharp Gaming Visuals 4K 3840 x 2160 Resolution https://www.rhythmkala.com","रू. 1,17,000","| Brand New","1 years ago","Rhythm Kala Suppliers 9851126504"
"ACER 19'' VGA PORT USED MONITOR WITH 6 MONTHS WRTY","ACER 19'' MONITOR FEW MONTHS USED LIKE NEW WITH 6 MONTHS WARRANTY LOOKS LIKE NEW 9801851992/9801851993 NEWROAD KATHMANDU -OPPOSITE TO ADIDAS SHOWRROM ( WHOLESALE MARKET)","रू. 4,499","| Like New","2 months ago","99Nepal"
"Dell Monitor S2721HN 27inc Full HD (1920*1080)","1920 X 1080 PIXELS, FULL HD - BORDER LESS , 75 HZ , 2-HDMI PORT WITH AUDIO LINE OUT -GREY IN COLOR . Brand : Dell Diagonal Size :27"""" Adaptive-Sync Technology : AMD Free Sync Panel Type : IPS Aspect Ratio : 16:9 Native Resolution : Full HD (1080p) 1920 x 1080 at 75 Hz Pixel Pitch : 0.3114 mm Pixel Per Inch : 81.59 Brightness : 300 cd/m² Contrast Ratio : 1000:1 Color Support : 16.7 million colors Color Gamut : 99% sRGB Response Time : 4 ms (gray-to-gray extreme) Horizontal Viewing Angle : 178 Ver","रू. 22,500","| Brand New","2 months ago","D And S Traders"
"MSI G32C4X 31.5"" FHD 250Hz 1ms Curved G MONITOR","Key Features Item ID : NS011399 Brand : MSI Size : 31"" Resolution : FHD Display Panel : VA Refresh Rate : 240Hz Response Time : 1ms Curvature Type : Curved Connectivity : Standard Ports","रू. 42,000","| Brand New","5 months ago","99Nepal"
"MSI GAMING 24'' PRO242 IPS 75HZ MONITOR 1 YR WTY","MSI PRO MP242 23.8″ 1920 x 1080 IPS 75HZ 250NITS 5MS VGA + HDMI PRICE -17,999/- 9801899995/9801851999 NEWROAD KATHMANDU","रू. 19,500","| Brand New","12 months ago","99Nepal"
"Philips 27 Inch Monitor / 271V8 / IPS / 75 Hz","Philips 27 Inch Features :- *Flicker free *Adapative Sync *Low Blue *Smart image *IPS Panel *75 Hz *4Ms Response Time Price :- 23,500 Thank you 99 Nepal","रू. 23,500","| Brand New","1 years ago","99Nepal"
"70mai Hardwire Kit For 24 Hour Monitoring For Omni (Car - Accessories)","* MANDATORY FOR 24 HOURS PARKING MONITORING FEATURE ON 70MAI DASH OMNI AND M500 CAM*","रू. 2,999","| Brand New","1 years ago","70mai Nepal Official"
"REDMI MONITOR 27"" IPS 2K","Screen size : 27 inches Resolution : 2560x1440dpi Contrast : 1000:1 Brightness : 300cd/㎡ Screen ratio : 16: 9 Number of colors : 16.7M Screen refresh rate : 60Hz Panel : IPS technology Point distance: 0.2331 mm Base : general Power supply type : external power adapter Interface: HDMI, VGA, audio/headphone output Characteristics: energy conservation certification Commodity gross weight : 5.7 kg","रू. 32,000","| Brand New","8 months ago","The PC Doctor"
"Dahua DHI-LM27-E231 IPS 27-Inch Full HD Monitor","Feature Specification Display 27″ IPS Response Time 1 ms Resolution 1920 x 1080 @165Hz Contrast Ratio 1000:1 Interface HDMI x 2, Display Port x 1 Panel Type IPS Backlight E-LED Color Support 100% sRGB, 85% NTSC, 90% DCI-P3, 83% Adobe RGB Viewing Angle (H/V) 178°(H)/178°(V) Refresh Rate 165Hz Power Supply DC 12V 4A Power Consumption (Standard) TYP. 30W, MAX. 45 W Power Consumption (Standby) <0.5W Net Weight 5.0kg Gross Weight 6.9kg Tilt Angles -5°±2°/15°±2° VESA Compatibility 75x75mm Dimensions","रू. 34,700","| Brand New","4 months ago","Rapido Store"
